,p1k_00001,p1k_00002,p1k_00106,p1k_00107
GLYAT,0.0,0.0,0.0,0.0
HDCAt2,0.0,0.0,0.0,0.0
HEMEOS,0.0,0.0,0.0,0.0
GLYBabc,0.0,0.0,0.0,0.0
GLYBt2r,0.0,0.0,0.0,0.0
GLYC3Pabc,0.0,0.0,0.0,0.0
GLYC3Pt6,0.0,0.0,0.0,0.0
HETZK,0.0,0.0,0.0,0.0
EX_no3_e,0.0,0.0,0.0,0.0
HEX1,10.0,10.0,1.472969617950203,0.49111566046884647
GLYCDx,0.0,0.0,0.0,0.0
GLYCK,0.0,0.0,0.0,0.0
EX_o2_e,-20.0,-20.0,-20.0,-20.0
GLYCL,0.0,0.0,0.0,0.0
GLYCLTDx,0.0,0.0,0.0,0.0
HISTD,0.06721001612917919,0.06721001612917919,0.06721001612917919,0.06721001612917919
HISTP,0.06721001612917919,0.06721001612917919,0.06721001612917919,0.06721001612917919
HISabc,0.0,0.0,0.0,0.0
GLYCLTDy,0.0,0.0,0.0,0.0
EX_ocdca_e,0.0,0.0,0.0,0.0
GLYCLTt2r,0.0,0.0,0.0,0.0
GLYCTO2,0.0,0.0,0.0,0.0
HISt2r,0.0,0.0,0.0,0.0
EX_orn_e,0.0,0.0,0.0,0.0
HKNDDH_1,0.0,0.0,0.0,0.0
GLYCTO3,0.03733889784954403,0.03733889784954403,0.03733889784954392,0.03733889784954392
GLYCTO4,0.0,0.0,0.0,0.0
HKNTDH_1,0.0,0.0,0.0,0.0
EX_phe__L_e,0.0,0.0,0.0,0.0
HMBS,0.0,0.0,0.0,0.0
GLYCt,0.0,0.0,0.0,0.0
GLYK,0.004816717822591176,0.004816717822591176,0.004816717822591176,0.004816717822591176
HMPK1,0.0,0.0,0.0,0.0
EX_pi_e,-0.6807904163767962,-0.6807904163797414,-0.6807904163776048,-0.6807904163770984
HOPNTAL,0.0,0.0,0.0,0.0
GLYOX,0.0,0.0,0.0,0.0
GLYt2r,0.0,0.0,0.0,0.0
HPPK2,0.03733889784954403,0.03733889784954403,0.03733889784954392,0.03733889784954392
HPPPNDO_1,0.0,0.0,0.0,0.0
HPPPNt2r,0.0,0.0,0.0,0.0
GMAND,0.0,0.0,0.0,0.0
GMHEPAT,0.018818804516170178,0.018818804516170178,0.018818804516170178,0.018818804516170178
GMHEPK,0.018818804516170178,0.018818804516170178,0.018818804516170178,0.018818804516170178
GMHEPPA,0.018818804516170178,0.018818804516170178,0.018818804516170178,0.018818804516170178
HPYRI,0.0,0.0,0.0,0.0
HPYRRx,0.0,0.0,0.0,0.0
GMPR,0.0,0.0,0.0,0.0
GMPS2,0.20791045100582906,0.20791045100582906,0.20791045100580852,0.20791045100580852
HPYRRy,0.0,0.0,0.0,0.0
EX_pnto__R_e,0.0,0.0,0.0,0.0
HSDy,-0.10902958172066847,-0.10902958172066851,-0.10902958172066946,-0.10902958172066847
HSK,0.0,0.0,0.0,0.0
HSST,0.10902958172066847,0.10902958172066851,0.10902958172066946,0.10902958172066847
GND,5.12834718121546,5.128347181216283,4.081621974553947,4.0816219745537765
GNK,0.0,0.0,0.0,0.0
GOFUCR,0.0,0.0,0.0,0.0
GP4GH,0.0,0.0,0.0,0.0
GPDDA1,0.0,0.0,0.0,0.0
HSTPT,0.06721001612917919,0.06721001612917919,0.06721001612917919,0.06721001612917919
HXPRT,0.0,0.0,0.0,0.0
GPDDA2,0.0,0.0,0.0,0.0
EX_pppn_e,0.0,0.0,0.0,0.0
GPDDA3,0.0,0.0,0.0,0.0
GPDDA4,0.0,0.0,0.0,0.0
HYD1,0.0,0.0,0.0,0.0
HYD2,1.3660168759688296,2.0827447395139456,2.069391866067585,1.2004475952166358
EX_pro__L_e,0.0,0.0,0.0,0.0
HYD3,0.0,0.0,0.0,0.0
GPDDA5,0.0,0.0,0.0,0.0
GRTT,0.0,0.0,0.0,0.0
HYPOE,0.0,0.0,0.0,0.0
GSNK,0.0,0.0,0.0,0.0
GSNt2,0.0,0.0,0.0,0.0
GSPMDA,0.0,0.0,0.0,0.0
HYXNt,0.0,0.0,0.0,0.0
ICDHyr,2.031869236044375,2.031869236045915,4.125319649368678,4.125319649368347
ICHORS,0.0,0.0,0.0,0.0
ICHORT,0.0,0.0,0.0,0.0
ICL,1.7445420111019883,1.7445420111026988,0.0,0.0
GSPMDS,0.0,0.0,0.0,0.0
GTHOr,0.0,0.0,0.0,0.0
IDOND,0.0,0.0,0.0,0.0
EX_ptrc_e,0.0,0.0,0.0,0.0
IDOND2,0.0,0.0,0.0,0.0
IDONt2r,0.0,0.0,0.0,0.0
IG3PS,0.06721001612917919,0.06721001612917919,0.06721001612917919,0.06721001612917919
GTHS,0.0,0.0,0.0,0.0
GTPCI_1,0.03733889784954403,0.03733889784954403,0.03733889784954392,0.03733889784954392
IGPDH,0.06721001612917919,0.06721001612917919,0.06721001612917919,0.06721001612917919
EX_pyr_e,0.0,0.0,0.0,0.0
IGPS,0.04032600967750752,0.04032600967750752,0.04032600967750752,0.04032600967750752
GTPCII2,7.467779568059996e-06,7.467779568059996e-06,7.467779569908801e-06,7.467779569908801e-06
ILETA,-0.2061107161294829,-0.2061107161294829,-0.2061107161294829,-0.2061107161294829
EX_rib__D_e,0.0,0.0,0.0,0.0
ILEabc,0.0,0.0,0.0,0.0
EX_rmn_e,0.0,0.0,0.0,0.0
ILEt2r,0.0,0.0,0.0,0.0
IMPC,-0.4241019227768977,-0.4241019227780824,-0.42410192277708336,-0.42410192277674785
KARA2,0.2061107161294829,0.2061107161294829,0.2061107161294829,0.2061107161294829
EX_sbt__D_e,0.0,0.0,0.0,0.0
KAS14,0.23993975758116975,0.23993975758116973,0.23993975758116975,0.23993975758116975
KAS15,0.0,0.0,0.0,0.0
IMPD,0.20791045100582906,0.20791045100582906,0.20791045100580852,0.20791045100580852
INDOLEt2r,0.0,0.0,0.0,0.0
INSK,0.0,0.0,0.0,0.0
KAS16,0.025091739354893568,0.025091739354893568,0.025091739354893568,0.025091739354893568
EX_ser__D_e,0.0,0.0,0.0,0.0
KDOCT2,0.03136467419361696,0.03136467419361696,0.03136467419361696,0.03136467419361696
KDOPP,0.03136467419361696,0.03136467419361696,0.03136467419361696,0.03136467419361696
KDOPS,0.03136467419361696,0.03136467419361696,0.03136467419361696,0.03136467419361696
KG6PDC,0.0,0.0,0.0,0.0
Kabc,0.0,0.0,0.0,0.0
INSt2_copy1,7.117897826972579,6.173400879177556,6.6344062474663685,6.36759431302592
INSt2_copy2,-7.117897826972579,-6.173400879177556,-6.6344062474663685,-6.36759431302592
IPDDI,0.0,0.0,0.0,0.0
IPDPS,0.0,0.0,0.0,0.0
IPMD,0.31962096559209663,0.31962096559209663,0.31962096559209663,0.31962096559209663
EX_ser__L_e,0.0,0.0,0.0,0.0
IPPMIa,-0.31962096559209663,-0.31962096559209663,-0.31962096559209663,-0.31962096559209663
IPPMIb,-0.31962096559209663,-0.31962096559209663,-0.31962096559209663,-0.31962096559209663
IPPS,0.31962096559209663,0.31962096559209663,0.31962096559209663,0.31962096559209663
Kt2r,0.0,0.0,0.0,0.0
LACZ,0.0,0.0,0.0,0.0
LCADi_copy1,-272.5484918648244,-314.33730465379625,-666.4511923608533,-648.1095552404926
KARA1,-0.619869764201865,-0.6198697642018649,-0.6198697642018934,-0.6198697642018939
EX_so4_e,-0.17404332387833724,-0.1740433238783372,-0.1740433238783382,-0.17404332387833768
LCADi_copy2,272.5484918648244,314.33730465379625,666.4511923608533,648.1095552404926
EX_spmd_e,0.0,0.0,0.0,0.0
LCARS,0.0,0.0,0.0,0.0
LCTSt,0.0,0.0,0.0,0.0
MELIBt2,0.0,0.0,0.0,0.0
EX_succ_e,0.0,0.0,0.0,0.0
MEPCT,0.0,0.0,0.0,0.0
LDH_D,0.0,0.0,0.0,0.0
LDH_D2,0.0,0.0,0.0,0.0
LEUTAi,0.31962096559209663,0.31962096559209663,0.31962096559209663,0.31962096559209663
LEUabc,0.0,0.0,0.0,0.0
METAT,0.0052274456989361605,0.0052274456989361605,0.005227445698926895,0.005227445698926895
EX_sucr_e,0.0,0.0,0.0,0.0
METDabc,0.0,0.0,0.0,0.0
LEUt2r,0.0,0.0,0.0,0.0
METS_1,0.10902958172066847,0.10902958172066847,0.10902958172065921,0.10902958172065921
METabc,0.0,0.0,0.0,0.0
LGTHL,0.0,0.0,0.0,0.0
LPADSS,0.006272934838723392,0.006272934838723392,0.006272934838723392,0.006272934838723392
LPLIPA1,0.0,0.0,0.0,0.0
MGSA,0.0,0.0,0.0,0.0
EX_tartr__L_e,0.0,0.0,0.0,0.0
MI1PP,0.0,0.0,0.0,0.0
LPLIPA2,0.0,0.0,0.0,0.0
LPLIPA3,0.0,0.0,0.0,0.0
LPLIPA4,0.0,0.0,0.0,0.0
MICITDr,0.0,0.0,0.0,0.0
EX_taur_e,0.0,0.0,0.0,0.0
MLTG1,0.0,0.0,0.0,0.0
MLTG2,0.0,0.0,0.0,0.0
LPLIPA5,0.0,0.0,0.0,0.0
LPLIPA6,0.0,0.0,0.0,0.0
LPSSYN_EC,0.006272934838723392,0.006272934838723392,0.006272934838723392,0.006272934838723392
EX_thm_e,0.0,0.0,0.0,0.0
MLTG3,0.0,0.0,0.0,0.0
MLTG4,0.0,0.0,0.0,0.0
EX_thr__L_e,0.0,0.0,0.0,0.0
MLTG5,0.0,0.0,0.0,0.0
LYSDC,0.0,0.0,0.0,0.0
LYSabc,0.0,0.0,0.0,0.0
MLTP1,0.0,0.0,0.0,0.0
EX_thymd_e,0.0,0.0,0.0,0.0
MLTP2,0.0,0.0,0.0,0.0
MLTP3,0.0,0.0,0.0,0.0
LYSt2r,0.0,0.0,0.0,0.0
MMCD,0.0,0.0,0.0,0.0
EX_tma_e,0.0,0.0,0.0,0.0
MME,0.0,0.0,0.0,0.0
L_LACD2,0.0,0.0,0.0,0.0
L_LACD3,0.0,0.0,0.0,0.0
EX_tmao_e,0.0,0.0,0.0,0.0
L_LACt2r,0.0,0.0,0.0,0.0
M1PD,0.0,0.0,0.0,0.0
MACPD,0.0,0.0,0.0,0.0
MALS,1.7818809089515324,1.781880908952243,0.03733889784954392,0.03733889784954392
MMM2,0.0,0.0,0.0,0.0
MNLpts,0.0,0.0,0.0,0.0
MNNH,0.0,0.0,0.0,0.0
MOAT,0.006272934838723392,0.006272934838723392,0.006272934838723392,0.006272934838723392
MOAT2,0.006272934838723392,0.006272934838723392,0.006272934838723392,0.006272934838723392
MALTHXabc,0.0,0.0,0.0,0.0
MALTPTabc,0.0,0.0,0.0,0.0
MOHMT,4.4059899462212115e-05,4.4059899462156604e-05,4.4059899462212115e-05,4.4059899462656205e-05
EX_tre_e,0.0,0.0,0.0,0.0
MALTTRabc,0.0,0.0,0.0,0.0
MALTTTRabc,0.0,0.0,0.0,0.0
MALTabc,0.0,0.0,0.0,0.0
MTAN,0.0052274456989361605,0.0052274456989361605,0.0052274456989361605,0.0052274456989361605
MTHFC_1,1.0127429263733463,1.0127429263745311,1.012742926373542,1.0127429263732053
EX_trp__L_e,0.0,0.0,0.0,0.0
MALTpts,0.0,0.0,0.0,0.0
MALt2_2,0.0,0.0,0.0,0.0
MTHFD_1,1.0127429263733463,1.0127429263745311,1.012742926373542,1.0127429263732053
EX_tsul_e,0.0,0.0,0.0,0.0
MTHFR2_1,0.14636847957021246,0.14636847957021246,0.14636847957020319,0.14636847957020319
MTRI,0.0052274456989361605,0.0052274456989361605,0.0052274456989361605,0.0052274456989361605
MTRK,0.0052274456989361605,0.0052274456989361605,0.0052274456989361605,0.0052274456989361605
MALt2_3,0.0,0.0,0.0,0.0
MAN1PT2,0.0,0.0,0.0,0.0
MAN6PI,0.0,0.0,0.0,0.0
MAN6Pt6_2,0.0,0.0,0.0,0.0
NACODA,0.0,0.0,0.0,0.0
EX_ttdca_e,0.0,0.0,0.0,0.0
NACt,0.0,0.0,0.0,0.0
NADDP,0.0,0.0,0.0,0.0
NADDPe,0.0,0.0,0.0,0.0
NADH10,0.0,0.0,0.0,0.0
NADH5,0.0,0.0,0.0,0.0
MANAO,0.0,0.0,0.0,0.0
MANpts,0.0,0.0,0.0,0.0
MCITD,0.0,0.0,0.0,0.0
MCITL2,0.0,0.0,0.0,0.0
MCITS,0.0,0.0,0.0,0.0
MCOATA,1.722657683073121,1.7226576830731213,1.722657683073121,1.722657683073121
MDH,5.511846301063133,5.51184630106857,4.116212692183868,4.116212692182876
NADH6,7.442113778195639,13.40105579692015,2.8321790661447235,0.8343499288981162
NADH7,0.0,0.0,0.0,0.0
MDH2,0.0,0.0,0.0,0.0
NADH8,18.731022054700105,21.21123514001273,31.527795921866986,34.39456932996487
EX_tyr__L_e,0.0,0.0,0.0,0.0
NADH9,0.0,0.0,0.0,0.0
NADK,0.00039579231715930474,0.0003957923172000499,0.00039579231720465735,0.0003957923172048794
MDH3,0.0,0.0,0.0,0.0
MDRPD,0.0052274456989361605,0.0052274456989361605,0.0052274456989361605,0.0052274456989361605
EX_ura_e,0.0,0.0,0.0,0.0
ME1,0.0,0.0,0.0,0.0
NADPPPS,0.0,0.0,0.0,0.0
ME2,0.0,0.0,0.0,0.0
EX_urea_e,0.0,0.0,0.0,0.0
NADS1,0.002038703821681559,0.002038703822576121,0.002038703822629051,0.002038703822634602
EX_uri_e,0.0,0.0,0.0,0.0
NADTRHD,0.0,0.0,0.0,0.0
EX_val__L_e,0.0,0.0,0.0,0.0
NAMNPP,0.0,0.0,0.0,0.0
NAt3_1,86.33528868530969,92.32229060697796,62.000137160125355,57.93585583979673
EX_xan_e,0.0,0.0,0.0,0.0
NAt3_15,27.651156500818793,39.72197907366076,42.058821152455934,41.88749512342107
NAt3_2,0.0,0.0,0.0,0.0
NDPK1,-904.4418640373932,-930.9058000671997,720.4333884704674,725.6653096239927
NDPK2,0.28317820129094695,0.28317820129094695,0.6877078205929075,0.28317820129094695
MECDPDH,0.0,0.0,0.0,0.0
MECDPS,0.0,0.0,0.0,0.0
NDPK3,0.1261375179373723,0.1451056780449406,0.1261375179373723,0.1451056780449411
EX_xtsn_e,0.0,0.0,0.0,0.0
NDPK4,0.018445415537674734,0.018445415537674734,0.018445415537674734,0.018445415537674734
NDPK5,0.01896816010756835,0.01896816010756835,0.01896816010756835,0.0
NNDMBRT,0.0,0.0,0.0,0.0
NNDPR,0.002038703821681559,0.002038703822576121,0.002038703822629051,0.002038703822634602
EX_xyl__D_e,0.0,0.0,0.0,0.0
NO2t2r,0.0,0.0,0.0,0.0
NO3R1,0.0,0.0,0.0,0.0
NDPK6,0.0,0.0,-0.4045296193019605,0.0
NDPK7,0.01896816010756835,0.0,0.01896816010756835,0.0
NDPK8,0.0,0.018445415537674734,0.018445415537674734,0.018445415537674734
NO3R2,0.0,0.0,0.0,0.0
F6PA,0.0,0.0,0.0,0.0
NO3t7,0.0,0.0,0.0,0.0
NH4t,7.978921450683825,7.978921450691417,7.978921450686514,7.978921450684843
NMNAT,0.0,0.0,0.0,0.0
NPHS,0.0,0.0,0.0,0.0
NMNDA,0.0,0.0,0.0,0.0
FAO1,0.0,0.0,0.0,0.0
NMNN,0.0,0.0,0.0,0.0
NMNP,0.0,0.0,0.0,0.0
NMNt7,0.0,0.0,0.0,0.0
NTD1,0.38608420376428515,0.0,0.38608420376428576,0.38608420376428515
NTD10,0.0,0.0,0.0,0.0
NTD11,0.0,0.0,0.0,0.0
NTD2,0.0,0.0,0.0,0.0
NTD3,0.0,0.0,0.0,0.0
NNAM,0.0,0.0,0.0,0.0
NNATr,0.002038703821681559,0.002038703822576121,0.002038703822629051,0.002038703822634602
FAO2,0.0,0.0,0.0,0.0
NTD4,0.0,0.0,0.0,0.0
NTD5,0.0,0.0,0.0,0.0
FAO3,0.0,0.0,0.0,0.0
NTD6,0.0,0.38608420376428515,0.0,0.0
PFL,10.330801579570917,1.8916464755317133,1.7950540222318412,0.9261097513805572
PGAMT,-0.05376801290334336,-0.05376801290334336,-0.05376801290334336,-0.05376801290334336
FAO4,0.0,0.0,0.0,0.0
PGCD,1.5914719461466527,1.5914719461478386,1.5914719461468414,1.5914719461465046
NTD7,0.0,0.0,0.0,0.0
NTD8,0.0,0.0,0.0,0.0
FBA,7.229947511810641,7.229947511808987,7.578855914030292,7.5788559140305995
NTD9,0.0,0.0,0.0,0.0
NTPP1,0.0,0.0,0.0,0.0
PGI,4.741862809859491,4.741862809858668,5.788588016521002,5.788588016521201
PUNP2,0.0,0.38608420376428515,0.0,0.0
PGK,-15.897255784323944,-15.897255784319322,-16.246164186541417,-16.246164186542078
PGL,5.12834718121546,5.128347181216283,4.081621974553947,4.0816219745537765
PGLYCP,0.0,0.0,0.0,0.0
PGM,-14.305783838177291,-14.305783838171482,-14.654692240394576,-14.654692240395573
PGMT,-0.12979000892504913,-0.12979000892504913,-0.12979000892504913,-0.1297900089250207
NTPP2,0.0,0.0,0.0,0.0
NTPP3,0.0,0.0,0.0,0.0
NTPP4,0.0,0.0,0.0,0.0
NTPP5,0.0,0.0,0.0,0.0
NTPP6,0.0,0.0,0.0,0.0
NTPP7,0.0,0.0,0.0,0.0
NTPP8,0.0,0.0,0.0,0.0
NTPTP1,0.0,0.0,0.0,0.0
PGPP_EC,0.02695868424737077,0.02695868424737077,0.02695868424737077,0.02695868424737077
PGSA_EC,0.02695868424737077,0.02695868424737077,0.02695868424737077,0.02695868424737077
NTPTP2,0.0,0.0,0.0,0.0
PUNP3,0.0,0.0,0.0,0.0
NTRIR2x,0.0,0.0,0.0,0.0
PHETA1,-0.13143292043039487,-0.13143292043039487,-0.13143292043039487,-0.13143292043039487
PUNP4,0.0,0.0,0.0,0.0
PHEt2r,0.0,0.0,0.0,0.0
O2t,20.0,20.0,20.0,20.0
PUNP5,0.0,0.0,0.0,0.0
OBTFL,0.0,0.0,0.0,0.0
OCBT,0.2098446059144373,0.2098446059144373,0.2098446059144373,0.2098446059144373
PIabc,0.0,0.0,0.0,0.0
PUNP6,0.0,0.0,0.0,0.0
PIt2r,0.6807904163767962,0.6807904163797414,0.6807904163776048,0.6807904163770984
PUNP7,0.0,0.0,0.0,0.0
PLIPA1,0.0,0.0,0.0,0.0
PLIPA2,0.0,0.0,0.0,0.0
PLIPA3,0.0,0.0,0.0,0.0
OCDCAt2,0.0,0.0,0.0,0.0
OCTDPS,0.0,0.0,0.0,0.0
PYAM5PO,0.0,0.0,0.0,0.0
OHPBAT,0.0,0.0,0.0,0.0
OHPHM,0.0,0.0,0.0,0.0
PMANM,0.0,0.0,0.0,0.0
PMDPHT,7.467779568059996e-06,7.467779568059996e-06,7.467779569908801e-06,7.467779569908801e-06
PYDAMK,0.0,0.0,0.0,0.0
PMPK,0.0,0.0,0.0,0.0
PNTK,4.4059899462212115e-05,4.4059899462156604e-05,4.4059899462212115e-05,4.4059899462656205e-05
OMBZLM,0.0,0.0,0.0,0.0
OMCDC,0.31962096559209663,0.31962096559209663,0.31962096559209663,0.31962096559209663
OMMBLHX,0.0,0.0,0.0,0.0
PNTOt4,0.0,0.0,0.0,0.0
PYDXK,0.0,0.0,0.0,0.0
POX,0.0,0.0,0.0,0.0
OMPDC,0.23530973424783155,0.2353097342478315,0.2353097342478316,0.23530973424783155
OMPHHX,0.0,0.0,0.0,0.0
OP4ENH,0.0,0.0,0.0,0.0
PPA,2.508662392586375,2.508662392590243,2.5086623925893763,2.508662392588916
PPAKr,3.1262729147144377,0.0,0.0,0.0
OPHBDC,0.0,0.0,0.0,0.0
PYDXNK,0.0,0.0,0.0,0.0
OPHHX,0.0,0.0,0.0,0.0
ORNDC,0.031364674193616965,0.031364674193616965,0.031364674193616965,0.031364674193616965
ORNTA,0.0,0.0,0.0,0.0
PPBNGS,0.0,0.0,0.0,0.0
PPC,0.0,0.0,1.744542011102817,1.744542011102811
PPCDC,4.4059899462212115e-05,4.4059899462156604e-05,4.4059899462212115e-05,4.4059899462656205e-05
PPCK,0.0,0.0,0.0,0.0
PPCSCT,0.0,1.927821009100255,3.459048744165398,3.27535107938826
ORNabc,0.0,0.0,0.0,0.0
PPM,-0.39131164946322133,-0.39131164946322133,-0.39131164946322194,-0.39131164946322133
ORPT,-0.23530973424783155,-0.2353097342478315,-0.2353097342478316,-0.23530973424783155
PYDXPP,0.0,0.0,0.0,0.0
OXGDC2,0.0,0.0,0.0,0.0
PPM2,0.38608420376428515,0.38608420376428515,0.38608420376428576,0.38608420376428515
PPNCL2,4.4059899462212115e-05,4.4059899462156604e-05,4.4059899462212115e-05,4.4059899462656205e-05
P5CD,0.0,0.0,0.0,0.0
PYK,13.639956611724223,13.639956611718414,3.7172926207888963,2.7354386633085426
P5CR,0.15682337096808396,0.15682337096808396,0.15682337096808396,0.15682337096808396
PACCOAL,0.0,0.0,0.0,0.0
PPND,0.09782791236580529,0.09782791236580529,0.09782791236580529,0.09782791236580529
PPNDH,0.13143292043039487,0.13143292043039487,0.13143292043039487,0.13143292043039487
PPPGO,0.0,0.0,0.0,0.0
PANTS,4.4059899462212115e-05,4.4059899462156604e-05,4.4059899462212115e-05,4.4059899462656205e-05
PYNP2r,-0.38608420376428515,0.0,-0.38608420376428576,-0.38608420376428515
PAPA_EC,0.0,0.0,0.0,0.0
PAPPT3,0.020611071612948288,0.020611071612948288,0.020611071612948288,0.020611071612948288
PPPNDO,0.0,0.0,0.0,0.0
PPPNt2r,0.0,0.0,0.0,0.0
PPS,0.0,0.0,0.0,0.0
PAPSR,0.17404332387833724,0.1740433238783372,0.1740433238783382,0.17404332387833768
PPTGS,0.020611071612948288,0.020611071612948288,0.020611071612948288,0.020611071612948288
PYRt2,0.0,0.0,0.0,0.0
PRAGSr,0.35689190664771847,0.3568919066489032,0.35689190664790416,0.35689190664756865
PRAIS,0.35689190664771847,0.3568919066489032,0.35689190664790416,0.35689190664756865
PRAIi,0.04032600967750752,0.04032600967750752,0.04032600967750752,0.04032600967750752
PRAMPC,0.06721001612917919,0.06721001612917919,0.06721001612917919,0.06721001612917919
PASYN_EC,0.10115107427441469,0.10115107427441469,0.10115107427441469,0.10115107427441469
PDH,1.3193517237478884,9.758506827781284,8.459465672201436,9.328409943053721
PDX5POi,0.0,0.0,0.0,0.0
PDX5PS,0.0,0.0,0.0,0.0
PDXPP,0.0,0.0,0.0,0.0
PRASCSi,0.35689190664771847,0.3568919066489032,0.35689190664790416,0.35689190664756865
PRATPP,0.06721001612917919,0.06721001612917919,0.06721001612917919,0.06721001612917919
PRFGS,0.35689190664771847,0.3568919066489032,0.35689190664790416,0.35689190664756865
PEAMNO,0.0,0.0,0.0,0.0
QULNS_1,0.002038703821681559,0.002038703822576121,0.002038703822629051,0.002038703822634602
PEPT_EC,0.012545869677446784,0.012545869677446784,0.012545869677446784,0.012545869677446784
PRMICI,0.06721001612917919,0.06721001612917919,0.06721001612917919,0.06721001612917919
PROD2,0.0,0.0,0.0,0.0
PROabc,0.0,0.0,0.0,0.0
PERD,0.0,0.0,0.0,0.0
RBFK,7.467779568059996e-06,7.467779568059996e-06,7.467779569908801e-06,7.467779569908801e-06
PFK,7.229947511810552,7.229947511808891,7.578855914030293,7.5788559140305995
PFK_2,0.0,0.0,0.0,0.0
PROt2r,-75.22756749247577,-97.46545275545772,-58.115210997048166,-62.62263189419355
PROt4,75.22756749247577,97.46545275545772,58.115210997048166,62.62263189419355
PRPPS,0.7017763705239184,0.7017763705259975,0.7017763705250515,0.7017763705247215
PSCVT,0.3069257403232517,0.3069257403232517,0.3069257403232499,0.3069257403232499
RBFSa,1.4935559136119991e-05,1.4935559136119991e-05,1.4935559139817602e-05,1.4935559139817602e-05
PSD_EC,0.08479663701631443,0.08479663701631443,0.08479663701631443,0.08479663701631443
PUNP1,-0.0052274456989361605,-0.39131164946322133,-0.0052274456989361605,-0.0052274456989361605
PSERT,1.5914719461466527,1.5914719461478386,1.5914719461468414,1.5914719461465046
RBFSb,7.467779568059996e-06,7.467779568059996e-06,7.467779569908801e-06,7.467779569908801e-06
PSP_L,1.5914719461466527,1.5914719461478386,1.5914719461468414,1.5914719461465046
PSSA_EC,0.08673825970449071,0.08673825970449071,0.08673825970449071,0.08673825970449071
RBK,0.0,0.0,0.0,0.0
SPMS,0.0052274456989361605,0.0052274456989361605,0.0052274456989361605,0.0052274456989361605
PTA2,3.1262729147144377,0.0,0.0,0.0
RBK_L1,0.0,0.0,0.0,0.0
PTAr,3.3405847851869366,3.3405847851781685,3.3405847851810826,3.340584785182415
SPODM,0.0,0.0,0.0,0.0
SSALx,0.0,0.0,0.0,0.0
PTPATi,4.4059899462212115e-05,4.4059899462156604e-05,4.4059899462212115e-05,4.4059899462656205e-05
PTRCORNt7,0.0,0.0,0.0,0.0
RBP4E,0.0,0.0,0.0,0.0
PTRCTA,0.0,0.0,0.0,0.0
PTRCabc,0.0,0.0,0.0,0.0
SSALy,0.0,0.0,0.0,0.0
SUCBZL,0.0,0.0,0.0,0.0
SUCBZS,0.0,0.0,0.0,0.0
RHCCE,0.0,0.0,0.0,0.0
SUCCabc,0.0,0.0,0.0,0.0
PTRCt2,0.0,0.0,0.0,0.0
SUCCt2_2,3.050526359477214,0.0,0.0,0.0
RIBabc,0.0,0.0,0.0,0.0
SUCCt2_3,0.0,0.0,0.0,0.0
TREpts,0.0,0.0,0.0,0.0
RMI,0.0,0.0,0.0,0.0
TRPAS2,-0.04032600967750752,-0.04032600967750752,-0.04032600967750752,-0.04032600967750752
TRPS1,0.0,0.0,0.0,0.0
SUCCt2r,-3.050526359477214,-1.9022872828229451,-2.585859528793638,-3.0357145359451736
SUCD1,32.55788622180436,26.59894420307985,37.16782093385529,39.165650071101894
RMK,0.0,0.0,0.0,0.0
SUCD4,32.55788622180436,26.59894420307985,37.16782093385529,39.165650071101894
TRPS2,0.0,0.0,0.0,0.0
TRPS3,0.04032600967750752,0.04032600967750752,0.04032600967750752,0.04032600967750752
RMNt,0.0,0.0,0.0,0.0
SUCFUMt,0.0,-1.9022872828229451,-2.585859528793638,-3.0357145359451736
SUCOAS,-0.8294051293637361,-2.7572261384656414,-6.381904286853462,-6.198206622075995
SUCpts,0.0,0.0,0.0,0.0
RMPA,0.0,0.0,0.0,0.0
RNDR1,0.0,0.4045296193019599,0.018445415537674734,0.018445415537674734
SULR,0.17404332387833724,0.1740433238783372,0.1740433238783382,0.17404332387833768
SULabc,0.17404332387833724,0.1740433238783372,0.1740433238783382,0.17404332387833768
TAGURr,0.0,0.0,0.0,0.0
TALA,1.4243892275888261,1.4243892275884074,1.0754808253679422,1.0754808253679955
TRPt2r,0.0,0.0,0.0,0.0
TRSARr,0.0,0.0,0.0,0.0
TSULabc,0.0,0.0,0.0,0.0
TTDCAt2,0.0,0.0,0.0,0.0
TARTD,0.0,0.0,0.0,0.0
TYRTA,-0.09782791236580529,-0.09782791236580529,-0.09782791236580529,-0.09782791236580529
RNDR2,0.01896816010756835,0.01896816010756835,0.01896816010756835,0.0
TYRt2r,0.0,0.0,0.0,0.0
U23GAAT,0.012545869677446784,0.012545869677446784,0.012545869677446784,0.012545869677446784
TARTRt7,0.0,0.0,0.0,0.0
TAUDO,0.0,0.0,0.0,0.0
TAURabc,0.0,0.0,0.0,0.0
TDPADGAT,0.0,0.0,0.0,0.0
UAAGDS,0.020611071612948288,0.020611071612948288,0.020611071612948288,0.020611071612948288
UACMAMO,0.0,0.0,0.0,0.0
TDPAGTA,0.0,0.0,0.0,0.0
UAG2E,0.0,0.0,0.0,0.0
RNDR3,0.01896816010756835,0.0,0.01896816010756835,0.0
UAGAAT,0.012545869677446784,0.012545869677446784,0.012545869677446784,0.012545869677446784
TDPDRE,0.0,0.0,0.0,0.0
RNDR4,0.4045296193019599,0.018445415537674734,0.0,0.4045296193019599
TDPDRR,0.0,0.0,0.0,0.0
TDPGDH,0.0,0.0,0.0,0.0
